"","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"25","Covered Recipient Teaching Hospital",500003,3090,"PHD#1  DBA SKAGIT VALLEY HOSPITAL","1415 E KINCAID STREET","","MOUNT VERNON","WA","98273","Hollister Incorporated",100000010407,"Hollister Incorporated","IL","United States",124.74,"09/03/2015",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",325322246,"Covered","","","","","","","","","","","Endoform","","","","","1415 E KINCAID STREET, MOUNT VERNON, WA 98273",-122.3236616,48.4179604
"26","Covered Recipient Teaching Hospital",500005,3416,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",1050,"06/30/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312308874,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"27","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98105","Zimmer Biomet Holdings, Inc.",100000000103,"Zimmer Biomet Holdings, Inc.","IN","United States",117.5,"08/15/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",301060402,"Covered","","","","","","","","","","","Hips","","","","","2, SEATTLE, WA 98105",-122.3272747,47.6596048
"28","Covered Recipient Teaching Hospital",500025,3413,"SWEDISH MEDICAL CENTER CHERRY HILL","500   17TH AVENUE","","SEATTLE","WA","98124","Merck Sharp & Dohme Corporation",100000000053,"Merck Sharp & Dohme Corporation","NJ","United States",221.43,"01/15/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","Services provided in conjunction with antibiotic susceptibility testing.","No",330836575,"Covered","ZERBAXA","","","","","67919-903-01","","","","","","","","","","500   17TH AVENUE, SEATTLE, WA 98124",-122.3101639,47.6072783
"29","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","Suite 500","Seattle","WA","98195","ARIAD Pharmaceuticals, Inc.",100000010550,"ARIAD Pharmaceuticals, Inc.","MA","United States",15000,"04/01/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",325875904,"Covered","Iclusig","","","","","76189-534-30","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"30","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Merck Sharp & Dohme Corporation",100000000053,"Merck Sharp & Dohme Corporation","NJ","United States",10072.28,"05/14/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",330598801,"None","Non-Product","","","","","","","","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"31","Covered Recipient Teaching Hospital",500005,3416,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",800,"05/20/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312308828,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"32","Covered Recipient Teaching Hospital",500008,3431,"University Of Washington Med Ctr","1959 Ne Pacific St","","Seattle","WA","98195","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",20000,"04/02/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","Other Support","No",255586370,"None","","","","","","","","","","","","","","","","1959 Ne Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"33","Covered Recipient Teaching Hospital",500129,3423,"TACOMA GENERAL ALLENMORE HOSPITAL","315 SOUTH MLK JR. WAY","5299","TACOMA","WA","98415","Penumbra, Inc.",100000010583,"Penumbra, Inc.","CA","United States",200,"05/07/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","COIL CART","No",338057786,"Covered","","","","","","","","","","","Ruby","","","","","315 SOUTH MLK JR. WAY, TACOMA, WA 98415",-122.4529682,47.2593601
"34","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","SWEDISH HEALTH SVCS SRC","PO BOX 94085","SEATTLE","WA","98124","Gilead Sciences Inc",100000000108,"Gilead Sciences Inc","CA","United States",2000,"09/17/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","EXHIBITS;1663974-14854677;1663974-14854677;910433740;","No",306051400,"Non-covered","","","","","","","","","","","","","","","","SWEDISH HEALTH SVCS SRC, SEATTLE, WA 98124",-122.33,47.61
"35","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",758.98,"02/17/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",240410594,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"36","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Celgene Corporation",100000000343,"Celgene Corporation","NJ","United States",875,"08/06/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",328495404,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"37","Covered Recipient Teaching Hospital",50159,3548,"VENTURA COUNTY MEDICAL CENTER","1006 Spring Street","","Seattle","WA","98101","Covidien Sales LLC",100000000098,"Covidien Sales LLC","MA","United States",142.01,"01/01/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","Device loan greater than 90 days","No",286163990,"Covered","INVOS","","","","","","","","","","Patient Monitoring","","","","","1006 Spring Street, Seattle, WA 98101",-122.3267478,47.6098557
"38","Covered Recipient Teaching Hospital",500088,3430,"VALLEY MEDICAL CENTER","400 S 43RD ST","","RENTON","WA","98055","Eli Lilly and Company",100000000066,"Lilly USA, LLC","IN","United States",375,"11/02/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",268229194,"None","","","","","","","","","","","","","","","","400 S 43RD ST, RENTON, WA 98055",-122.2143069,47.4424335
"39","Covered Recipient Teaching Hospital",500027,3414,"Swedish Medical Center","747 Broadway","","Seattle","WA","98122","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",500,"05/04/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Exhibit Display Fee","No",256186190,"Covered","BRILINTA","","","","","00018-607-76","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"40","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","SWEDISH HEALTH SVCS SRC","PO BOX 94085","SEATTLE","WA","98124","Gilead Sciences Inc",100000000108,"Gilead Sciences Inc","CA","United States",500,"01/13/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","EXHIBITS;1299528-11848668;1299528-11848668;910433740;","No",306051374,"Non-covered","","","","","","","","","","","","","","","","SWEDISH HEALTH SVCS SRC, SEATTLE, WA 98124",-122.33,47.61
"41","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Roche Diagnostics Corporation",100000005419,"Roche Diagnostics Corporation","IN","United States",2017.2,"09/30/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","","No",300007172,"Covered","","","","","","","","","","","MD Virology","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"42","Covered Recipient Teaching Hospital",500005,3416,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",450,"04/15/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312308790,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"43","Covered Recipient Teaching Hospital",500064,3424,"HARBORVIEWMEDICALCENTER","3259THAVENUE","","SEATTLE","WA","98104","NeuroPace, Inc.",100000010697,"NeuroPace, Inc.","CA","United States",300,"12/31/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","","","","No",326468510,"Covered","","","","","","","","","","","RNSSystem","","","","","3259THAVENUE, SEATTLE, WA 98104",-122.3323351,47.6015566
"44","Covered Recipient Teaching Hospital",500141,3421,"ST FRANCIS HOSPITAL","34515 NINTH AVENUE S","","FEDERAL WAY","WA","98003","Zimmer Biomet Holdings, Inc.",100000000103,"Zimmer Biomet Holdings, Inc.","IN","United States",9067,"05/21/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",301298438,"Covered","","","","","","","","","","","Knees","Hips","Extremities","Spine","Trauma","34515 NINTH AVENUE S, FEDERAL WAY, WA 98003",-122.3273579,47.2925539
"45","Covered Recipient Teaching Hospital",500054,2832,"PROV SACRED HEART MEDICAL CENTER","101 W 8th Ave","","Spokane","WA","99204","Aesculap, Inc.",100000000268,"Aesculap, Inc.","PA","United States",1097,"12/23/2015",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","","","Write-Off of Balance Due","No",330681909,"None","","","","","","","","","","","","","","","","101 W 8th Ave, Spokane, WA 99204",-117.4134726,47.6491384
"46","Covered Recipient Teaching Hospital",500050,3432,"PEACEHEALTH SOUTHWEST MEDICAL CENTER","200 NE Mother Joseph Pl Ste 400","","Vancouver","WA","98664","ACell, Inc.",100000046254,"ACell, Inc.","MD","United States",608,"08/11/2015",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","No","","","No",338082478,"None","","","","","","","","","","","","","","","","200 NE Mother Joseph Pl Ste 400, Vancouver, WA 98664",-122.5800895,45.6241511
"47","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","Box 351700","Seattle","WA","98195","Seattle Genetics, Inc.",100000000279,"Seattle Genetics, Inc.","WA","United States",9497.45,"08/11/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",341835148,"Covered","NONE","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"48","Covered Recipient Teaching Hospital",500036,3417,"YAKIMA VALLEY MEMORIAL HOSPITAL","2811 Tieton Dr","","Yakima","WA","98902","Stryker Corporation",100000010503,"Stryker Corporation","MI","United States",30.81,"07/16/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","Loaner product exceeded 90 days.","No",331361471,"Covered","","","","","","","","","","","SURGICAL","","","","","2811 Tieton Dr, Yakima, WA 98902",-120.5477599,46.5938121
"49","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Tulsa Dental Products LLC",100000010600,"Tulsa Dental Products LLC","PA","United States",30198,"04/06/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",327533660,"Covered","","","","","","","","","","","Endodontic Dentistry","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"50","Covered Recipient Teaching Hospital",500027,3414,"SWEDISHMEDICALCENTER","747BROADWAY","","SEATTLE","WA","98122","NeuroPace, Inc.",100000010697,"NeuroPace, Inc.","CA","United States",700,"12/31/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","","","","No",326468620,"Covered","","","","","","","","","","","RNSSystem","","","","","747BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
